request_api_key,request_id,request_status,request_start,request_end,request_duration,prompt_tokens,completion_tokens,total_tokens
aem-sidekick-genai-assistant,None,200,2024-07-04 00:21,2024-07-04 00:21,26.160184,2267,753,3020
aem-sidekick-genai-assistant,None,200,2024-07-04 00:23,2024-07-04 00:23,13.593164,390,271,661
aem-sidekick-genai-assistant,None,200,2024-07-04 00:23,2024-07-04 00:24,45.363314,1759,1408,3167
aem-sidekick-genai-assistant,None,200,2024-07-04 00:25,2024-07-04 00:26,33.679309,1526,959,2485
aem-sidekick-genai-assistant,None,200,2024-07-04 00:30,2024-07-04 00:31,48.773851,2052,1690,3742
aem-sidekick-genai-assistant,None,200,2024-07-04 00:31,2024-07-04 00:32,53.620313,1669,1535,3204
aem-sidekick-genai-assistant,None,200,2024-07-04 00:33,2024-07-04 00:34,12.679678,480,346,826
aem-sidekick-genai-assistant,None,200,2024-07-04 00:34,2024-07-04 00:34,1.272327,169,13,182
aem-sidekick-genai-assistant,None,200,2024-07-04 00:34,2024-07-04 00:35,40.649588,1427,1276,2703
aem-sidekick-genai-assistant,None,200,2024-07-04 00:37,2024-07-04 00:37,30.954723,973,927,1900
aem-sidekick-genai-assistant,None,200,2024-07-04 00:37,2024-07-04 00:37,8.339534,355,191,546
aem-sidekick-genai-assistant,None,200,2024-07-04 00:38,2024-07-04 00:38,37.983342,1542,989,2531
aem-sidekick-genai-assistant,None,200,2024-07-04 00:38,2024-07-04 00:39,40.321064,1479,1310,2789
aem-sidekick-genai-assistant,None,200,2024-07-04 00:39,2024-07-04 00:39,11.925902,385,275,660
aem-sidekick-genai-assistant,None,200,2024-07-04 00:40,2024-07-04 00:41,31.634051,1001,889,1890
aem-sidekick-genai-assistant,None,200,2024-07-04 00:41,2024-07-04 00:41,40.431219,1749,1389,3138
aem-sidekick-genai-assistant,None,200,2024-07-04 00:43,2024-07-04 00:43,50.774608,1679,1513,3192
aem-sidekick-genai-assistant,None,200,2024-07-04 00:44,2024-07-04 00:44,40.164266,1594,1232,2826
aem-sidekick-genai-assistant,None,200,2024-07-04 00:44,2024-07-04 00:44,4.925418,293,145,438
aem-sidekick-genai-assistant,None,200,2024-07-04 00:45,2024-07-04 00:46,42.617332,1957,1403,3360
aem-sidekick-genai-assistant,None,200,2024-07-04 00:46,2024-07-04 00:46,40.527435,1678,1396,3074
aem-sidekick-genai-assistant,None,200,2024-07-04 00:46,2024-07-04 00:47,7.176762,351,221,572
aem-sidekick-genai-assistant,None,200,2024-07-04 00:47,2024-07-04 00:48,48.644601,1831,1486,3317
aem-sidekick-genai-assistant,None,200,2024-07-04 00:49,2024-07-04 00:49,22.714185,1581,655,2236
aem-sidekick-genai-assistant,None,200,2024-07-04 00:50,2024-07-04 00:50,6.735796,354,222,576
aem-sidekick-genai-assistant,None,200,2024-07-04 00:50,2024-07-04 00:50,8.352594,3378,243,3621
aem-sidekick-genai-assistant,None,200,2024-07-04 00:52,2024-07-04 00:52,23.186578,1479,736,2215
aem-sidekick-genai-assistant,None,200,2024-07-04 00:53,2024-07-04 00:53,29.555877,1483,940,2423
aem-sidekick-genai-assistant,None,200,2024-07-04 00:53,2024-07-04 00:54,24.371561,1294,652,1946
aem-sidekick-genai-assistant,None,200,2024-07-04 00:54,2024-07-04 00:54,12.414813,1456,421,1877
aem-sidekick-genai-assistant,None,200,2024-07-04 00:55,2024-07-04 00:55,17.875425,1448,527,1975
aem-sidekick-genai-assistant,None,200,2024-07-04 00:56,2024-07-04 00:56,25.938945,758,702,1460
aem-sidekick-genai-assistant,None,200,2024-07-04 00:56,2024-07-04 00:57,14.945802,993,444,1437
aem-sidekick-genai-assistant,None,200,2024-07-04 00:57,2024-07-04 00:57,17.818785,1449,543,1992
aem-sidekick-genai-assistant,None,200,2024-07-04 00:58,2024-07-04 00:58,29.586269,1190,1009,2199
aem-sidekick-genai-assistant,None,200,2024-07-04 00:59,2024-07-04 00:59,20.759343,1429,685,2114
aem-sidekick-genai-assistant,None,200,2024-07-04 00:59,2024-07-04 01:00,19.957085,1473,672,2145
aem-sidekick-genai-assistant,None,200,2024-07-04 01:00,2024-07-04 01:01,26.106883,1224,675,1899
aem-sidekick-genai-assistant,None,200,2024-07-04 01:01,2024-07-04 01:01,20.185922,1114,550,1664
aem-sidekick-genai-assistant,None,200,2024-07-04 01:02,2024-07-04 01:02,37.114992,1219,1095,2314
aem-sidekick-genai-assistant,None,200,2024-07-04 01:03,2024-07-04 01:03,9.795685,1045,317,1362
aem-sidekick-genai-assistant,None,200,2024-07-04 01:03,2024-07-04 01:04,11.468006,998,394,1392
aem-sidekick-genai-assistant,None,200,2024-07-04 01:04,2024-07-04 01:04,14.45252,1076,374,1450
aem-sidekick-genai-assistant,None,200,2024-07-04 01:05,2024-07-04 01:05,22.725824,1375,692,2067
aem-sidekick-genai-assistant,None,200,2024-07-04 01:05,2024-07-04 01:06,21.089294,1152,591,1743
aem-sidekick-genai-assistant,None,200,2024-07-04 01:06,2024-07-04 01:07,29.055681,1378,816,2194
aem-sidekick-genai-assistant,None,200,2024-07-04 01:07,2024-07-04 01:08,20.275699,1528,633,2161
aem-sidekick-genai-assistant,None,200,2024-07-04 01:08,2024-07-04 01:09,46.69095,2092,1584,3676
aem-sidekick-genai-assistant,None,200,2024-07-04 01:09,2024-07-04 01:10,26.647993,1637,712,2349
aem-sidekick-genai-assistant,None,200,2024-07-04 01:10,2024-07-04 01:10,21.453836,1145,436,1581
aem-sidekick-genai-assistant,None,200,2024-07-04 01:11,2024-07-04 01:11,26.84706,909,873,1782
aem-sidekick-genai-assistant,None,200,2024-07-04 01:12,2024-07-04 01:12,5.235653,784,136,920
aem-sidekick-genai-assistant,None,200,2024-07-04 01:12,2024-07-04 01:12,16.798104,1442,518,1960
aem-sidekick-genai-assistant,None,200,2024-07-04 01:13,2024-07-04 01:13,23.849905,858,850,1708
aem-sidekick-genai-assistant,None,200,2024-07-04 01:14,2024-07-04 01:14,28.150637,1365,827,2192
aem-sidekick-genai-assistant,None,200,2024-07-04 01:15,2024-07-04 01:15,20.047979,1810,681,2491
aem-sidekick-genai-assistant,None,200,2024-07-04 01:15,2024-07-04 01:16,26.862971,726,664,1390
aem-sidekick-genai-assistant,None,200,2024-07-04 01:16,2024-07-04 01:16,24.504859,977,778,1755
aem-sidekick-genai-assistant,None,200,2024-07-04 01:17,2024-07-04 01:17,16.957319,934,465,1399
aem-sidekick-genai-assistant,None,200,2024-07-04 01:17,2024-07-04 01:18,28.157305,1503,921,2424
aem-sidekick-genai-assistant,None,200,2024-07-04 01:18,2024-07-04 01:19,24.19676,768,705,1473
aem-sidekick-genai-assistant,None,200,2024-07-04 01:19,2024-07-04 01:19,5.926633,768,195,963
aem-sidekick-genai-assistant,None,200,2024-07-04 01:20,2024-07-04 01:20,10.721213,484,294,778
aem-sidekick-genai-assistant,None,200,2024-07-04 01:20,2024-07-04 01:20,13.779397,1141,472,1613
aem-sidekick-genai-assistant,None,200,2024-07-04 01:21,2024-07-04 01:22,37.431776,998,938,1936
aem-sidekick-genai-assistant,None,200,2024-07-04 01:22,2024-07-04 01:22,29.09021,845,808,1653
aem-sidekick-genai-assistant,None,200,2024-07-04 01:23,2024-07-04 01:23,33.149134,1127,935,2062
aem-sidekick-genai-assistant,None,200,2024-07-04 01:24,2024-07-04 01:24,20.574463,688,629,1317
aem-sidekick-genai-assistant,None,200,2024-07-04 01:25,2024-07-04 01:25,27.131241,672,596,1268
aem-sidekick-genai-assistant,None,200,2024-07-04 01:25,2024-07-04 01:26,11.770695,727,346,1073
aem-sidekick-genai-assistant,None,200,2024-07-04 01:26,2024-07-04 01:26,17.072936,698,631,1329
aem-sidekick-genai-assistant,None,200,2024-07-04 01:27,2024-07-04 01:27,17.296483,695,563,1258
aem-sidekick-genai-assistant,None,200,2024-07-04 01:27,2024-07-04 01:28,17.118784,683,626,1309
aem-sidekick-genai-assistant,None,200,2024-07-04 01:28,2024-07-04 01:28,22.010447,690,630,1320
aem-sidekick-genai-assistant,None,200,2024-07-04 01:29,2024-07-04 01:29,10.030841,717,337,1054
aem-sidekick-genai-assistant,None,200,2024-07-04 01:29,2024-07-04 01:30,18.836832,697,626,1323
aem-sidekick-genai-assistant,None,200,2024-07-04 01:30,2024-07-04 01:30,19.953678,677,621,1298
aem-sidekick-genai-assistant,None,200,2024-07-04 01:31,2024-07-04 01:31,17.810025,683,630,1313
aem-sidekick-genai-assistant,None,200,2024-07-04 01:32,2024-07-04 01:32,3.854138,768,74,842
aem-sidekick-genai-assistant,None,200,2024-07-04 01:32,2024-07-04 01:32,17.342796,677,618,1295
aem-sidekick-genai-assistant,None,200,2024-07-04 01:32,2024-07-04 01:33,5.775907,347,190,537
aem-sidekick-genai-assistant,None,200,2024-07-04 01:33,2024-07-04 01:33,30.30714,917,922,1839
aem-sidekick-genai-assistant,None,200,2024-07-04 01:34,2024-07-04 01:34,31.510209,924,861,1785
aem-sidekick-genai-assistant,None,200,2024-07-04 01:35,2024-07-04 01:35,8.341974,462,269,731
aem-sidekick-genai-assistant,None,200,2024-07-04 01:35,2024-07-04 01:36,24.488504,900,765,1665
aem-sidekick-genai-assistant,None,200,2024-07-04 01:36,2024-07-04 01:37,23.919058,868,800,1668
aem-sidekick-genai-assistant,None,200,2024-07-04 01:37,2024-07-04 01:37,23.861082,995,833,1828
aem-sidekick-genai-assistant,None,200,2024-07-04 01:38,2024-07-04 01:38,24.466423,918,860,1778
aem-sidekick-genai-assistant,None,200,2024-07-04 01:39,2024-07-04 01:39,25.193081,900,756,1656
aem-sidekick-genai-assistant,None,200,2024-07-04 01:40,2024-07-04 01:40,23.13458,868,803,1671
aem-sidekick-genai-assistant,None,200,2024-07-04 01:40,2024-07-04 01:40,6.532052,398,208,606
aem-sidekick-genai-assistant,None,200,2024-07-04 01:41,2024-07-04 01:41,30.346412,999,927,1926
aem-sidekick-genai-assistant,None,200,2024-07-04 01:42,2024-07-04 01:42,26.818505,917,911,1828
aem-sidekick-genai-assistant,None,200,2024-07-04 01:43,2024-07-04 01:43,27.038139,887,795,1682
aem-sidekick-genai-assistant,None,200,2024-07-04 01:44,2024-07-04 01:44,24.413276,983,709,1692
aem-sidekick-genai-assistant,None,200,2024-07-04 01:44,2024-07-04 01:44,6.928934,417,228,645
aem-sidekick-genai-assistant,None,200,2024-07-04 01:45,2024-07-04 01:45,12.589667,1003,400,1403
aem-sidekick-genai-assistant,None,200,2024-07-04 01:45,2024-07-04 01:46,25.284103,869,811,1680
aem-sidekick-genai-assistant,None,200,2024-07-04 01:46,2024-07-04 01:47,25.224669,987,825,1812
aem-sidekick-genai-assistant,None,200,2024-07-04 01:47,2024-07-04 01:48,27.98341,913,850,1763
aem-sidekick-genai-assistant,None,200,2024-07-04 01:48,2024-07-04 01:48,29.13108,883,874,1757
aem-sidekick-genai-assistant,None,200,2024-07-04 01:49,2024-07-04 01:49,7.057357,418,226,644
aem-sidekick-genai-assistant,None,200,2024-07-04 01:49,2024-07-04 01:50,5.727168,378,187,565
aem-sidekick-genai-assistant,None,200,2024-07-04 01:50,2024-07-04 01:50,27.398713,984,986,1970
aem-sidekick-genai-assistant,None,200,2024-07-04 01:51,2024-07-04 01:51,22.795529,857,793,1650
aem-sidekick-genai-assistant,None,200,2024-07-04 01:52,2024-07-04 01:52,7.695872,457,269,726
aem-sidekick-genai-assistant,None,200,2024-07-04 01:52,2024-07-04 01:53,28.336854,988,926,1914
aem-sidekick-genai-assistant,None,200,2024-07-04 01:53,2024-07-04 01:54,25.285342,872,820,1692
aem-sidekick-genai-assistant,None,200,2024-07-04 01:54,2024-07-04 01:54,27.609586,984,927,1911
aem-sidekick-genai-assistant,None,200,2024-07-04 01:55,2024-07-04 01:55,26.841522,868,818,1686
aem-sidekick-genai-assistant,None,200,2024-07-04 01:56,2024-07-04 01:56,14.534739,870,457,1327
aem-sidekick-genai-assistant,None,200,2024-07-04 01:56,2024-07-04 01:56,6.238896,352,165,517
aem-sidekick-genai-assistant,None,200,2024-07-04 01:57,2024-07-04 01:57,20.265589,973,561,1534
aem-sidekick-genai-assistant,None,200,2024-07-04 01:58,2024-07-04 01:58,32.322827,846,792,1638
aem-sidekick-genai-assistant,None,200,2024-07-04 01:59,2024-07-04 01:59,26.000924,867,846,1713
aem-sidekick-genai-assistant,None,200,2024-07-04 01:59,2024-07-04 02:00,21.846312,842,791,1633
aem-sidekick-genai-assistant,None,200,2024-07-04 02:00,2024-07-04 02:00,6.134922,304,142,446
aem-sidekick-genai-assistant,None,200,2024-07-04 02:01,2024-07-04 02:01,4.483737,302,143,445
aem-sidekick-genai-assistant,None,200,2024-07-04 02:01,2024-07-04 02:01,4.212633,296,130,426
aem-sidekick-genai-assistant,None,200,2024-07-04 02:02,2024-07-04 02:02,4.624458,300,133,433
aem-sidekick-genai-assistant,None,200,2024-07-04 02:02,2024-07-04 02:02,4.150068,299,122,421
aem-sidekick-genai-assistant,None,200,2024-07-04 02:03,2024-07-04 02:03,3.268903,249,90,339
aem-sidekick-genai-assistant,None,200,2024-07-04 02:03,2024-07-04 02:03,2.244496,239,49,288
aem-sidekick-genai-assistant,None,200,2024-07-04 02:04,2024-07-04 02:04,3.946514,251,91,342
